platform,context_id,source_url,post_title,post_context,post_published_at_raw,post_published_at,verdict,reason,metadata_resolved,matched_groups,co_thanh_pho_khac,discovery_source,discovery_query,expected_comment_count,captured_comment_count,missing_comment_count,comment_capture_status,comment_retry_count,crawled_at
facebook,1004967099268103,https://www.facebook.com/watch?v=1004967099268103,(20+) Video,"HÀ NỘI BIẾN THÀNH SÔNG: NGƯỜI DÂN CHẬT VẬT VƯỢT ""BIỂN NƯỚC"" ĐI LÀM!
Sáng nay người dân Hà Nội lại có trải nghiệm bơi đi làm vì nước ngập lút bánh xe!
Mưa lớn trút xuống không ngừng từ đêm qua đến tận rạng sáng đã biến nhiều tuyến phố thủ đô thành một biển nước.
Lượng mưa đo được lên đến một trăm sáu mươi mi li mét khiến nước dâng cao từ ba mươi đến năm mươi xăng ti mét.
Hàng loạt con đường quen thuộc như Phạm Hùng hay Thái Hà đều chung cảnh ngập sâu diện rộng.
Cảnh tượng ùn tắc kéo dài khiến việc di chuyển của mọi người trong đầu giờ sáng trở nên vô cùng gian nan.
Rất nhiều phương tiện từ xe máy đến xe buýt đều bị tắt máy và phải nằm im giữa dòng nước lớn.
Hình ảnh bà con xắn quần lội nước dắt bộ xe qua đoạn ngập thực sự vô cùng vất vả.
Anh chị em nào có lịch trình đi qua các điểm ngập úng thì nhớ cân nhắc chuyển hướng đi an toàn hơn nhé.
Các bạn nhớ lưu lại vi đê ô này và chia sẻ ngay để người thân cùng biết mà tránh đường ngập nha.
 #hanoi #ngaplut",2026-09-17T02:14:33.000Z,2026-09-17T02:14:33+00:00,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,flood_video_23,ngập lụt Ha Noi tuyến buýt,1,2,0,complete,0,2026-09-25T16:05:20.489011+07:00
facebook,1006468148243621,https://www.facebook.com/watch?v=1006468148243621,,"Hiện tại Hà Nội đang có hơn 30 điểm nội đô ngập úng với mức nước phổ biến từ 10 đến 30 cm, có nơi lên tới hơn nửa mét, gây khó khăn lớn cho giao thông. Một số điểm ngập sâu nổi bật gồm:
 • Phạm Hùng, đoạn gần bến xe Mỹ Đình: nước dâng cao 40–50 cm, nhiều xe máy chết máy, giao thông ùn tắc.
 • Lê Quang Đạo gần sân vận động Mỹ Đình: nước có chỗ sâu hơn 50 cm, cả tuyến đường biến thành biển nước.
 • Đường gom Đại lộ Thăng Long, khu vực trước Bảo tàng Lịch sử Quân sự: nước đọng nhiều, xe di chuyển khó khăn, lực lượng chức năng phải chặn cảnh báo.
 • Các hầm chui số 5, số 6 trên Đại lộ Thăng Long (Km9): ngập sâu, xe cộ đi lại rất nguy hiểm.
 • Đường Quang Trung, Hà Đông: nhiều đoạn ngập từ 10–30 cm, gây ùn tắc giờ cao điểm.
 • Các tuyến phố Thái Hà, Thái Thịnh, Trần Quang Diệu (quận Đống Đa): ngập rất sâu, có đoạn đến bụng người, biến đường phố thành “dòng sông” khiến nhiều xe chết máy.
 • Phố Phùng Hưng (Hoàn Kiếm): nước ngập diện rộng, xe ô tô và xe máy khó lưu thông.
 • Nguyễn Huy Tưởng, Nguyễn Tuân: mưa lớn khiến toàn tuyến chìm trong biển nước.
 • Châu Văn Liêm (ra Đại lộ Thăng Long): nước ngập khoảng 30–40 cm, xe máy phải dắt bộ hoặc quay đầu.

Ngoài ra, một số điểm trong ngõ nhỏ, khu dân cư trũng thấp ở Thanh Xuân, Cầu Giấy, Nam Từ Liêm cũng bị ngập cục bộ, ảnh hưởng đến sinh hoạt.

Hiện các trạm bơm lớn như Yên Sở, Cầu Bươu, Đồng Bông, Cổ Nhuế, Đa Sỹ đang vận hành hết công suất để hạ mực nước. Tuy nhiên, do hoàn lưu bão số 10, mưa có thể còn tiếp tục, nên tình trạng ngập sẽ kéo dài trong ngày.",,,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",1,flood_video_02,ngập úng Hà Nội đi,,,,,,2026-09-25T10:45:05.077937+07:00
facebook,1012699261765182,https://www.facebook.com/reel/1012699261765182,,"🔥🔥 Tôi là Hùng chính chủ cho thuê căn hộ FULL NỘI THẤT – Ở NGAY – mặt đường Hoàng Mai gần Đền Lừ 🌟
👉GIẢM NGAY 10%  cho bạn nào chốt nhà trong tháng nhé !
‍📍 Căn hộ lô góc 1 khách 1 ngủ rộng rãi, phòng nào cũng có ánh sáng !
📍 Địa chỉ: mặt đường Hoàng Mai- Hà Nội
👉 Vị trí siêu tiện: bán kính 500m ko thiếu thứ gì, ô tô taxi qua nhà, gần nhiều trường đại học, chợ đầu mối, Winmart,khu cafe ẩm thực, thể thao Đền Lừ, cách bến xe buýt cách 200m – đi học, đi làm cực nhanh!
💰 Giá chỉ 5.x tr /tháng( chia 3-4ng mỗi ng hơn 1tr/ tháng / ng )
⚡ Điện 4k/số | 💧 Nước 120k/người³ – intertnet 70k/phòng- Chi phí cực hợp lý
🏡 Phòng mới – sạch đẹp – vào ở ngay
✔ Không chung chủ – giờ giấc tự do
✔ Có cửa sổ lớn, 2 mặt thoáng đón nắng gió
✔ Tầng để xe rộng, cách ly với khu ở đảm bảo PCCC
✔ Có hệ thống máy sấy máy giặt riêng biệt từng phòng
✔ Hệ thống PCCC đầy đủ, lối thoát hiểm an toàn
✔ Khoá điều khiển bằng App xịn xò, Camera 24/24 – an ninh tuyệt đối
✔ Nhà ít phòng an ninh trật tự đảm bảo, yên tĩnh.
🛋 FULL nội thất mới 100%
✨ Tủ QA – Điều hoà – Nóng lạnh
✨ Tủ lạnh – Máy giặt – Tủ bếp – Hút mùi
✨ Quạt trần – Wifi tốc độ cao
👨‍👩‍👧‍👦 Phù hợp:
• Gia đình nhỏ
• Nhóm đi làm
• Sinh viên 3-4 người ở thoải mái
📞 Xem phòng miễn phí – liên hệ ngay:
Zalo/Call: 0399.725.713
🔥 Phòng đẹp – giá tốt – hết rất nhanh, nhắn tin ngay kẻo lỡ!
 #chothuenhaquanhoangmai #chothuenhadenlu #chothuenhahoangmai #chothuecanhodichvutaihoangmai",,,reject,missing_group:flood_state,1,"transport_impact,hanoi_location",0,flood_video_20,hệ thống thoát nước Hà Nội xe buýt,,,,,,2026-09-25T15:37:45.756557+07:00
facebook,1014772410080948,https://www.facebook.com/61560371182814/videos/1014772410080948,(20+) Facebook,"✨ NGẬP TRÀN QUÀ TẶNG TẠI BCAR AUTO  ✨
🎁 sale 50%CHỈ TỪ #799K/bộ thảm sàn
🎁 Giảm thêm #200K cho đơn hàng mua thêm sàn cốp
🎁 Giảm thêm #100K cho đơn hàng tiếp theo
🎁 Miễn phí vận chuyển toàn quốc
-----------------------
💥 Điểm nổi bật của Thảm lót sàn ô tô được:
+ Thiết kế 2 lớp: lớp thảm da ôm khít sàn xe và lớp thảm lót rối chắn nước, chắn bụi có thể tháo ra để vệ sinh
+ Cấu tạo dày dặn nên thảm lót sàn 6D CỰC KỲ HỮU DỤNG VÀ TIỆN LỢI!
+ Không thấm nước – Chống rung chống ồn cực tốt
+ Dễ dàng vệ sinh – Lắp đặt dễ dàng – Không cần tháo ghế
➦ Đã đến lúc bỏ đi những chiếc thảm sàn xe cũ kĩ và thay bằng thảm sàn 6D thế hệ mới của rồi các bác. Thay một lần dùng trọn đời.
-----------------------
+ Lắp đặt hoàn chỉnh, vừa vặn xong mới thanh toán
+ Được bảo hành 7 năm sử dụng.
==========
💢 BCAR AUTO - Thương Hiệu Số 1 Việt Nam
🏪 Xưởng SX: CS1: QL1A TT Thường Tín - Hà Nội
                          CS2: Ngõ 15 Giải Phóng - Hà Nội
                        
☎ HOTLINE 24/7: 0336 121419",2024-06-16T02:16:44.000Z,2024-06-16T02:16:44+00:00,reject,missing_group:flood_state,1,"transport_impact,hanoi_location",0,flood_video_16,ngập cục bộ Hà Nội ô tô,,,,,,2026-09-25T14:53:34.157820+07:00
facebook,10155637618311614,https://www.facebook.com/watch?v=10155637618311614,(20+) Video,"Các bạn đã trải nghiệm xe buýt 2 tầng chạy trong nội đô Hà Nội chưa? Ngày hôm nay 30/6, citytour này chính thức chạy thử ^^
Tôi đã đi bus 2 tầng, bạn thì sao :D

P/s: Ở Hà Nội, không biết họ đã tính phương án nắng sml du khách, bị dây điện căng ngang cổ hoặc cành cây gẫy rơi đầu không nhỉ. Mà quan trọng nhất là phải cải tiến xe bus thành cano đi trên nước ngay khi mưa ngập.",2017-06-30T00:34:06.000Z,2017-06-30T00:34:06+00:00,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,flood_video_21,ngập nước Ha Noi xe bus,,,,,,2026-09-25T15:47:49.298908+07:00
facebook,1021976237348440,https://www.facebook.com/photo?fbid=1021976237348440,,"🏊 Đăng ký học bơi ngay tại Hà Đông – Lớp dành cho mọi lứa tuổi!

Nếu bạn đang muốn học bơi để biết tự cứu mình, rèn luyện sức khỏe hoặc giúp con có kỹ năng an toàn dưới nước thì đây là địa chỉ rất đáng tham khảo.

✅ Học viên mới bắt đầu, chưa biết bơi vẫn học được.
✅ Giáo viên hướng dẫn tận tình, kèm sát từng buổi.
✅ Lộ trình rõ ràng, giúp học viên nhanh biết bơi và đúng kỹ thuật.
✅ Nhận dạy trẻ em, người lớn, học cá nhân và theo nhóm.

📍 Địa điểm học:
Tầng 5, Tòa nhà Hồ Gươm Plaza, số 102 đường Trần Phú, phường Mỗ Lao, quận Hà Đông, Hà Nội.

📞 Liên hệ/Zalo: 0343 278 456

Inbox hoặc gọi trực tiếp để được tư vấn lịch học và đăng ký lớp phù hợp nhé! 🌊",,,reject,missing_group:flood_state,1,"transport_impact,hanoi_location",0,flood_post_11,nước dâng Hà Nội lộ trình,,,,,,2026-09-25T14:15:39.047619+07:00
facebook,1022962740781425,https://www.facebook.com/reel/1022962740781425,,"✨THỜI ĐIỂM CỰC HỢP LÝ ĐỂ MUA XE ✨

HYUNDAI SANTAFE 2021 2.2D PREMIUM máy dầu bản cao cấp nhất. 
👉Màu xanh cavansite cực sang 
👉Odo: 7 vạn kilomet - bảo dưỡng full hãng. 
👉Cam kết: không đâm, không ngập. Động cơ, hộp số nguyên bản. 
👉Giá bán: 860.000.000đ (Tám trăm sáu mươi triệu đồng) - bao rút hồ sơ, còn thương lượng 
👍 Hỗ trợ vay ngân hàng lên đến 70% giá trị xe (trả trước 250tr nhận xe)
______
HOTLINE: 0984 55 3838 hoặc 0888 15 9999(E SỸ) 
ZALO: http://Zalo.me/84984553838

Địa chỉ: Số 10 khu đô thị HUD Vân Canh, TP Hà Nội (cách đại học công nghiệp 1km)
Định vị: https://share.google/RX9uCd5fdaC35Aaev",,,reject,missing_group:transport_impact,1,"flood_state,hanoi_location",0,flood_video_14,điểm ngập Hà Nội xe máy,,,,,,2026-09-25T14:39:50.116445+07:00
facebook,1042056821415628,https://www.facebook.com/reel/1042056821415628,,"🌸 GIẢM NGAY TỚI 3 TRIỆU/ KHÁCH - ĐẶT TOUR HOA ANH ĐÀO NHẬT BẢN 🌸

Mùa xuân Nhật Bản chỉ thật sự trọn vẹn khi hoa anh đào nở rộ khắp các thành phố. Và đây chính là thời điểm đẹp nhất trong năm để lên kế hoạch cho một chuyến đi đáng nhớ.

🎁 Ưu đãi đặc biệt khi đặt tour tại BestPrice Travel:

- Giảm ngay tới 3.000.000 đồng/khách
- Hoàn 100% chi phí nếu không đậu visa – đăng ký thoải mái, không lo rủi ro

👉 Hành trình Khám phá Nhật Bản mùa hoa anh đào khởi hành đúng chính vụ hoa tháng 3 – tháng 4, đi trọn cung đường vàng:
Osaka – Kyoto – Núi Phú Sĩ – Tokyo

🗓️ LỊCH TRÌNH TOUR – NGẮM HOA ANH ĐÀO SUỐT HÀNH TRÌNH

🔹 Ngày 1: HCM  - Nhật Bản, nghỉ đêm trên máy bay, sẵn sàng bắt đầu hành trình mùa xuân Nhật Bản

🔹 Ngày 2: Dạo bước giữa sắc hoa anh đào tại lâu đài Osaka, chụp hình tháp cảng Kobe – biểu tượng thành phố cảng

🔹 Ngày 3: Tham quan đền Fushimi Inari, tản bộ trên Con đường Triết gia – điểm ngắm hoa anh đào nổi tiếng nhất Kyoto, trải nghiệm mặc kimono 

🔹 Ngày 4: Trải nghiệm tàu cao tốc Shinkansen, ngắm cảnh mùa xuân dưới chân núi Phú Sĩ, tham quan làng cổ Oshino Hakkai, thư giãn với tắm Onsen giữa thiên nhiên trong lành

🔹 Ngày 5: Tham dự lễ hội hoa anh đào Kawaguchi Festival bên hồ Kawaguchiko, tham quan chùa Asakusa, chụp hình tháp Tokyo Skytree

🔹 Ngày 6: Tự do chụp ảnh hoa anh đào tại công viên Naritasan, khép lại hành trình Nhật Bản mùa hoa anh đào đầy cảm xúc

🧳 Lịch trình nhẹ nhàng, nhiều điểm ngắm hoa, phù hợp cho gia đình, khách trung niên và những ai muốn tận hưởng mùa xuân Nhật Bản theo cách thong thả, dễ chịu.

⏰ Mùa hoa anh đào chỉ kéo dài trong thời gian ngắn, các đoàn khởi hành chính vụ thường kín chỗ rất sớm.

📩 Inbox BestPrice Travel ngay hôm nay để giữ chỗ đẹp và săn ưu đãi tốt nhất cho mùa hoa anh đào nhé 🌸🇯🇵

_________________________________
Công ty Du Lịch BestPrice
🌐 Website: https://www.bestprice.vn/
☎ Tổng đài: 1900 2605
Địa chỉ:
- VP. Hồ Chí Minh: 21 Bùi Thị Xuân, Phường Bến Thành
- VP. Hà Nội: Tầng 11, Tòa Vinaconex Diamond, 459C Bạch Mai, Phường Bạch Mai
- VP. Hải Phòng: Số 36, quốc lộ 17B, Tổ dân phố Cái Tắt, Phường An Hải
#BestPrice #BestPriceTravel #tournhathoaanhdao #hoaanhdao #tournhatban",,,reject,missing_group:flood_state,1,"transport_impact,hanoi_location",1,flood_video_09,mưa kéo dài Hà Nội hành trình,,,,,,2026-09-25T11:50:07.960544+07:00
facebook,1047442491453396,https://www.facebook.com/watch?v=1047442491453396,(20+) Video,"❗️Trường TH & THCS Quỳnh Lập cho học sinh nghỉ để đảm bảo an toàn.

Sáng ngày 17/9/2026, do ảnh hưởng của mưa lớn kéo dài, nước tại các sông, kênh và khu vực thấp trũng dâng cao. Một số đoạn đường, cầu tràn trên địa bàn phường Tân Mai đã bị ngập, có nơi nước chảy mạnh, gây khó khăn và tiềm ẩn nguy hiểm cho người và phương tiện tham gia giao thông.

Trường Tiểu học Quỳnh Lập (phân hiệu Quỳnh Lập B ) và THCS Quỳnh Lập đã thông báo cho học sinh nghỉ học.

Chính quyền đã đặt cảnh báo tại cầu tràn. Bà con chú ý đi lại an toàn. 

Thời tiết hiện tại mưa vừa. Người dân khu vực hạ du cần chủ động theo dõi thông tin và thực hiện các biện pháp đảm bảo an toàn.

(*) Theo: Truyền hình Tân Mai",2026-09-17T01:43:56.000Z,2026-09-17T01:43:56+00:00,reject,missing_group:hanoi_location,1,"flood_state,transport_impact",0,comment_reconciliation,,,25,,unverified,1,2026-09-25T11:42:43.046604+07:00
facebook,1051979540314542,https://www.facebook.com/watch?v=1051979540314542,,"🛵 Siêu phẩm Yadea Vigor- Phong cách dáng xe ""gogo"" đặc trưng, cá tính, mẫu xe có độ hoàn thiện cực cao và nước sơn bóng đẹp mắt 🤩 
Mẫu xe yêu thích top #1 của thế hệ Gen Z
👉 YADEA Vigor nổi bật với các thông số sau:
▪️ Động cơ 600W chở 2 người, vượt dốc cao, vừa đi vừa sạc
▪️ Có cốp siêu rộng lên đến 20L
▪️ Đèn Led siêu sáng toàn xe
▪️ Chống nước IPX7 thoải mái vượt đường ngập
▪️ Khởi động từ xa thông minh, tiện lợi
▪️  Bảo hành lên đến 24 tháng hoặc 20.000km 
▪️  Giao hàng tận nơi
CÔNG TY TNHH MTV ANH CƯỜNG  
Chuyên mua bán Xe Đạp - Xe Thể Thao - Xe Đạp Điện - Xe Máy Điện  - Xe Máy 
  👉 Nhận đổi xe cũ lấy xe mới ( xe đạp + xe điện + xe máy) 
 👉 Nhận sửa xe điện tại nhà - nhận thay bình ắc quy tại nhà ( có thợ chuyên nghiệp đến phục vụ tại nhà miễn phí không phát sinh thêm chi phí  ) 
👉 Nhận cứu hộ xe hư hỏng dọc đường hoặc tại nhà ( miễn phí ) 
👉 Nhận thu mua xe đạp điện - xe máy điện - xe máy cũ, lướt giá cao nhất thị trường. 

CÔNG TY  TNHH MTV Anh Cường ( Xe Điện Anh Cường) 
👉 Cơ sở 1 : 75 yên trung thị trấn Đức thọ hà tĩnh ( đối diện điện máy Xuân ninh) 

👉 Cơ sở 2 : 239 yên trung - Đức thọ hà tĩnh ( đối diện ngân hàng Bidv) 

👉 Cơ sở 3 : 245 Yên Trung - Đức Thọ Hà Tĩnh ( cạnh Café Milan) 

👉 Cơ sở 4 : 247 Yên Trung - Đức Thọ Hà Tĩnh ( cạnh Café Milan)  

👉 Cơ sở 5 : 263 Yên Trung  - Đức Thọ - Hà Tĩnh

👉 Cơ sở 6 : 241 yên trung -  Đức Thọ - Hà Tĩnh

👉 Cơ sở 7 : Ngã Tư Đức Lạc - Đức Thọ Hà Tĩnh ( đối diện bưu điện Đức lạc cũ) 

👉 Cơ sở 8 : Ngã Ba Chợ Bộng-  Thượng Đức - Vũ Quang ( ngã ba cây xăng Đức bồng )
Liên hệ : 0976.892.529 ( Để được phục vụ nhanh nhất)",,,reject,missing_group:hanoi_location,1,"flood_state,transport_impact",0,flood_video_18,ngập diện rộng Hà Nội xe đạp,,,,,,2026-09-25T15:13:54.677629+07:00
